code_zone_geo,Zone géographique,Année,code_indicateur,Indicateur,code_type_pers,Type de personnel,code_branche,Branche d'activité (NAF rév.2. 2008),Secret,Non disponible,État des données,Valeur
07,Régions d'outre-mer,2002,pers,Effectifs de R&D,2,Soutien à la recherche,27,Édition. audiovisuel et diffusion,oui,non,définitif,
07,Régions d'outre-mer,2003,dird,Dépense intérieure de R&D,,,0,Toutes branches d'activité,non,non,définitif,1.64
07,Régions d'outre-mer,2003,dird,Dépense intérieure de R&D,,,9,Fabrication de produits en caoutchouc et en plastique,oui,non,définitif,
07,Régions d'outre-mer,2003,pers,Effectifs de R&D,1,Chercheurs,7,Industrie chimique,oui,non,définitif,
07,Régions d'outre-mer,2003,pers,Effectifs de R&D,2,Soutien à la recherche,7,Industrie chimique,oui,non,définitif,
07,Régions d'outre-mer,2004,dird,Dépense intérieure de R&D,,,0,Toutes branches d'activité,non,non,définitif,5.56
07,Régions d'outre-mer,2005,pers,Effectifs de R&D,0,Tous types de personnel,0,Toutes branches d'activité,non,non,définitif,86.55
07,Régions d'outre-mer,2005,pers,Effectifs de R&D,0,Tous types de personnel,9,Fabrication de produits en caoutchouc et en plastique,oui,non,définitif,
07,Régions d'outre-mer,2005,pers,Effectifs de R&D,2,Soutien à la recherche,20,Construction navale. ferroviaire et militaire,oui,non,définitif,
07,Régions d'outre-mer,2006,pers,Effectifs de R&D,0,Tous types de personnel,19,Industrie automobile,oui,non,définitif,
07,Régions d'outre-mer,2006,pers,Effectifs de R&D,2,Soutien à la recherche,1,Agriculture. sylviculture et pêche,oui,non,définitif,
07,Régions d'outre-mer,2006,pers,Effectifs de R&D,2,Soutien à la recherche,25,Construction,oui,non,définitif,
07,Régions d'outre-mer,2006,pers,Effectifs de R&D,2,Soutien à la recherche,29,Activités informatiques et services d'information,oui,non,définitif,
07,Régions d'outre-mer,2007,dird,Dépense intérieure de R&D,,,3,Fabrication de denrées alimentaires. boissons et produits à base de tabac,non,non,définitif,2.88
07,Régions d'outre-mer,2007,dird,Dépense intérieure de R&D,,,28,Télécommunications,oui,non,définitif,
07,Régions d'outre-mer,2007,dird,Dépense intérieure de R&D,,,30,Activités spécialisées. scientifiques et techniques,non,non,définitif,0.63
07,Régions d'outre-mer,2007,pers,Effectifs de R&D,0,Tous types de personnel,7,Industrie chimique,oui,non,définitif,
07,Régions d'outre-mer,2007,pers,Effectifs de R&D,0,Tous types de personnel,13,Composants. cartes électroniques. ordinateurs. équipements périphériques,oui,non,définitif,
07,Régions d'outre-mer,2007,pers,Effectifs de R&D,0,Tous types de personnel,28,Télécommunications,oui,non,définitif,
07,Régions d'outre-mer,2007,pers,Effectifs de R&D,1,Chercheurs,13,Composants. cartes électroniques. ordinateurs. équipements périphériques,oui,non,définitif,
07,Régions d'outre-mer,2007,pers,Effectifs de R&D,1,Chercheurs,27,Édition. audiovisuel et diffusion,oui,non,définitif,
07,Régions d'outre-mer,2007,pers,Effectifs de R&D,1,Chercheurs,28,Télécommunications,oui,non,définitif,
07,Régions d'outre-mer,2007,pers,Effectifs de R&D,2,Soutien à la recherche,12,Fabrication de produits métalliques. sauf machines et équipements,oui,non,définitif,
07,Régions d'outre-mer,2008,dird,Dépense intérieure de R&D,,,28,Télécommunications,oui,non,définitif,
07,Régions d'outre-mer,2008,dird,Dépense intérieure de R&D,,,30,Activités spécialisées. scientifiques et techniques,non,non,définitif,1.74
07,Régions d'outre-mer,2008,pers,Effectifs de R&D,0,Tous types de personnel,0,Toutes branches d'activité,non,non,définitif,113.91
07,Régions d'outre-mer,2008,pers,Effectifs de R&D,0,Tous types de personnel,3,Fabrication de denrées alimentaires. boissons et produits à base de tabac,non,non,définitif,13.51
07,Régions d'outre-mer,2008,pers,Effectifs de R&D,0,Tous types de personnel,10,Fabrication d'autres produits minéraux non métalliques,oui,non,définitif,
07,Régions d'outre-mer,2008,pers,Effectifs de R&D,0,Tous types de personnel,27,Édition. audiovisuel et diffusion,oui,non,définitif,
07,Régions d'outre-mer,2008,pers,Effectifs de R&D,0,Tous types de personnel,28,Télécommunications,oui,non,définitif,
07,Régions d'outre-mer,2008,pers,Effectifs de R&D,1,Chercheurs,18,Fabrication de machines et équipements non compris ailleurs,oui,non,définitif,
07,Régions d'outre-mer,2008,pers,Effectifs de R&D,1,Chercheurs,29,Activités informatiques et services d'information,oui,non,définitif,
07,Régions d'outre-mer,2008,pers,Effectifs de R&D,1,Chercheurs,30,Activités spécialisées. scientifiques et techniques,non,non,définitif,17.03
07,Régions d'outre-mer,2008,pers,Effectifs de R&D,2,Soutien à la recherche,10,Fabrication d'autres produits minéraux non métalliques,oui,non,définitif,
07,Régions d'outre-mer,2008,pers,Effectifs de R&D,2,Soutien à la recherche,21,Construction aéronautique et spatiale,oui,non,définitif,
07,Régions d'outre-mer,2008,pers,Effectifs de R&D,2,Soutien à la recherche,27,Édition. audiovisuel et diffusion,oui,non,définitif,
07,Régions d'outre-mer,2008,pers,Effectifs de R&D,2,Soutien à la recherche,29,Activités informatiques et services d'information,oui,non,définitif,
07,Régions d'outre-mer,2009,dird,Dépense intérieure de R&D,,,2,Industries extractives,oui,non,définitif,
07,Régions d'outre-mer,2009,dird,Dépense intérieure de R&D,,,7,Industrie chimique,oui,non,définitif,
07,Régions d'outre-mer,2009,dird,Dépense intérieure de R&D,,,8,Industrie pharmaceutique,oui,non,définitif,
07,Régions d'outre-mer,2009,dird,Dépense intérieure de R&D,,,10,Fabrication d'autres produits minéraux non métalliques,oui,non,définitif,
07,Régions d'outre-mer,2009,dird,Dépense intérieure de R&D,,,22,Autres industries manufacturières non comprises ailleurs,oui,non,définitif,
07,Régions d'outre-mer,2009,pers,Effectifs de R&D,0,Tous types de personnel,2,Industries extractives,oui,non,définitif,
07,Régions d'outre-mer,2009,pers,Effectifs de R&D,0,Tous types de personnel,7,Industrie chimique,oui,non,définitif,
07,Régions d'outre-mer,2009,pers,Effectifs de R&D,0,Tous types de personnel,11,Métallurgie,oui,non,définitif,
07,Régions d'outre-mer,2009,pers,Effectifs de R&D,0,Tous types de personnel,29,Activités informatiques et services d'information,oui,non,définitif,
07,Régions d'outre-mer,2009,pers,Effectifs de R&D,1,Chercheurs,21,Construction aéronautique et spatiale,oui,non,définitif,
07,Régions d'outre-mer,2009,pers,Effectifs de R&D,2,Soutien à la recherche,7,Industrie chimique,oui,non,définitif,
07,Régions d'outre-mer,2009,pers,Effectifs de R&D,2,Soutien à la recherche,8,Industrie pharmaceutique,oui,non,définitif,
07,Régions d'outre-mer,2009,pers,Effectifs de R&D,2,Soutien à la recherche,9,Fabrication de produits en caoutchouc et en plastique,oui,non,définitif,
07,Régions d'outre-mer,2009,pers,Effectifs de R&D,2,Soutien à la recherche,10,Fabrication d'autres produits minéraux non métalliques,oui,non,définitif,
07,Régions d'outre-mer,2010,dird,Dépense intérieure de R&D,,,5,Travail du bois. industries du papier et imprimerie,oui,non,définitif,
07,Régions d'outre-mer,2010,dird,Dépense intérieure de R&D,,,21,Construction aéronautique et spatiale,oui,non,définitif,
07,Régions d'outre-mer,2010,dird,Dépense intérieure de R&D,,,28,Télécommunications,oui,non,définitif,
07,Régions d'outre-mer,2010,pers,Effectifs de R&D,0,Tous types de personnel,4,Fabrication de textiles. industries habillement. cuir et chaussure,oui,non,définitif,
07,Régions d'outre-mer,2010,pers,Effectifs de R&D,0,Tous types de personnel,16,Fabrication d'équipements d'irradiation médicale. électromédicale et électrothérapeutique,oui,non,définitif,
07,Régions d'outre-mer,2010,pers,Effectifs de R&D,0,Tous types de personnel,31,Activités financières et d'assurance,oui,non,définitif,
07,Régions d'outre-mer,2010,pers,Effectifs de R&D,1,Chercheurs,10,Fabrication d'autres produits minéraux non métalliques,oui,non,définitif,
07,Régions d'outre-mer,2010,pers,Effectifs de R&D,1,Chercheurs,11,Métallurgie,oui,non,définitif,
07,Régions d'outre-mer,2010,pers,Effectifs de R&D,1,Chercheurs,13,Composants. cartes électroniques. ordinateurs. équipements périphériques,oui,non,définitif,
07,Régions d'outre-mer,2010,pers,Effectifs de R&D,1,Chercheurs,21,Construction aéronautique et spatiale,oui,non,définitif,
07,Régions d'outre-mer,2010,pers,Effectifs de R&D,1,Chercheurs,29,Activités informatiques et services d'information,non,non,définitif,25.99
07,Régions d'outre-mer,2010,pers,Effectifs de R&D,1,Chercheurs,31,Activités financières et d'assurance,oui,non,définitif,
07,Régions d'outre-mer,2010,pers,Effectifs de R&D,1,Chercheurs,32,Autres activités non comprises ailleurs,oui,non,définitif,
07,Régions d'outre-mer,2010,pers,Effectifs de R&D,2,Soutien à la recherche,16,Fabrication d'équipements d'irradiation médicale. électromédicale et électrothérapeutique,oui,non,définitif,
07,Régions d'outre-mer,2010,pers,Effectifs de R&D,2,Soutien à la recherche,17,Fabrication d'équipements électriques,oui,non,définitif,
07,Régions d'outre-mer,2010,pers,Effectifs de R&D,2,Soutien à la recherche,21,Construction aéronautique et spatiale,oui,non,définitif,
07,Régions d'outre-mer,2011,dird,Dépense intérieure de R&D,,,1,Agriculture. sylviculture et pêche,oui,non,définitif,
07,Régions d'outre-mer,2011,dird,Dépense intérieure de R&D,,,23,Production et distribution d'électricité. gaz. vapeur et air conditionné,oui,non,définitif,
07,Régions d'outre-mer,2011,pers,Effectifs de R&D,0,Tous types de personnel,0,Toutes branches d'activité,non,non,définitif,216.32
07,Régions d'outre-mer,2011,pers,Effectifs de R&D,0,Tous types de personnel,7,Industrie chimique,non,non,définitif,19.49
07,Régions d'outre-mer,2011,pers,Effectifs de R&D,0,Tous types de personnel,11,Métallurgie,oui,non,définitif,
07,Régions d'outre-mer,2011,pers,Effectifs de R&D,0,Tous types de personnel,28,Télécommunications,oui,non,définitif,
07,Régions d'outre-mer,2011,pers,Effectifs de R&D,0,Tous types de personnel,29,Activités informatiques et services d'information,non,non,définitif,39.0
07,Régions d'outre-mer,2011,pers,Effectifs de R&D,2,Soutien à la recherche,0,Toutes branches d'activité,non,non,définitif,123.76
07,Régions d'outre-mer,2011,pers,Effectifs de R&D,2,Soutien à la recherche,27,Édition. audiovisuel et diffusion,oui,non,définitif,
07,Régions d'outre-mer,2012,dird,Dépense intérieure de R&D,,,5,Travail du bois. industries du papier et imprimerie,oui,non,définitif,
07,Régions d'outre-mer,2012,dird,Dépense intérieure de R&D,,,23,Production et distribution d'électricité. gaz. vapeur et air conditionné,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,0,Tous types de personnel,1,Agriculture. sylviculture et pêche,non,non,définitif,100.0
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,0,Tous types de personnel,2,Industries extractives,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,0,Tous types de personnel,4,Fabrication de textiles. industries habillement. cuir et chaussure,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,0,Tous types de personnel,5,Travail du bois. industries du papier et imprimerie,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,0,Tous types de personnel,23,Production et distribution d'électricité. gaz. vapeur et air conditionné,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,0,Tous types de personnel,24,Production et distribution d'eau. assainissement. gestion des déchets et dépollution,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,0,Tous types de personnel,28,Télécommunications,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,0,Tous types de personnel,29,Activités informatiques et services d'information,non,non,définitif,18.34
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,0,Tous types de personnel,30,Activités spécialisées. scientifiques et techniques,non,non,définitif,32.26
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,1,Chercheurs,6,Cokéfaction et raffinage,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,1,Chercheurs,13,Composants. cartes électroniques. ordinateurs. équipements périphériques,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,1,Chercheurs,14,Fabrication d'équipements de communication,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,1,Chercheurs,30,Activités spécialisées. scientifiques et techniques,non,non,définitif,25.15
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,2,Soutien à la recherche,3,Fabrication de denrées alimentaires. boissons et produits à base de tabac,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,2,Soutien à la recherche,12,Fabrication de produits métalliques. sauf machines et équipements,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,2,Soutien à la recherche,13,Composants. cartes électroniques. ordinateurs. équipements périphériques,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,2,Soutien à la recherche,16,Fabrication d'équipements d'irradiation médicale. électromédicale et électrothérapeutique,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,2,Soutien à la recherche,24,Production et distribution d'eau. assainissement. gestion des déchets et dépollution,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,2,Soutien à la recherche,25,Construction,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,2,Soutien à la recherche,28,Télécommunications,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,2,Soutien à la recherche,29,Activités informatiques et services d'information,non,non,définitif,9.31
07,Régions d'outre-mer,2013,dird,Dépense intérieure de R&D,,,3,Fabrication de denrées alimentaires. boissons et produits à base de tabac,non,non,semi-définitif,0.74
07,Régions d'outre-mer,2012,dird,Dépense intérieure de R&D,,,32,Autres activités non comprises ailleurs,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,0,Tous types de personnel,6,Cokéfaction et raffinage,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,0,Tous types de personnel,11,Métallurgie,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,0,Tous types de personnel,14,Fabrication d'équipements de communication,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,1,Chercheurs,0,Toutes branches d'activité,non,non,définitif,111.2
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,1,Chercheurs,2,Industries extractives,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,1,Chercheurs,10,Fabrication d'autres produits minéraux non métalliques,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,1,Chercheurs,11,Métallurgie,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,1,Chercheurs,24,Production et distribution d'eau. assainissement. gestion des déchets et dépollution,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,2,Soutien à la recherche,4,Fabrication de textiles. industries habillement. cuir et chaussure,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,2,Soutien à la recherche,5,Travail du bois. industries du papier et imprimerie,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,2,Soutien à la recherche,6,Cokéfaction et raffinage,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,2,Soutien à la recherche,10,Fabrication d'autres produits minéraux non métalliques,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,2,Soutien à la recherche,11,Métallurgie,oui,non,définitif,
07,Régions d'outre-mer,2012,pers,Effectifs de R&D,2,Soutien à la recherche,30,Activités spécialisées. scientifiques et techniques,non,non,définitif,7.11
07,Régions d'outre-mer,2013,dird,Dépense intérieure de R&D,,,0,Toutes branches d'activité,non,non,semi-définitif,23.51
07,Régions d'outre-mer,2013,dird,Dépense intérieure de R&D,,,15,Fabrication d'instruments et appareils de mesure. essai et navigation. horlogerie,oui,non,semi-définitif,
07,Régions d'outre-mer,2013,dird,Dépense intérieure de R&D,,,23,Production et distribution d'électricité. gaz. vapeur et air conditionné,oui,non,semi-définitif,
07,Régions d'outre-mer,2013,pers,Effectifs de R&D,0,Tous types de personnel,0,Toutes branches d'activité,non,non,semi-définitif,330.39
07,Régions d'outre-mer,2013,pers,Effectifs de R&D,0,Tous types de personnel,1,Agriculture. sylviculture et pêche,oui,non,semi-définitif,
07,Régions d'outre-mer,2013,pers,Effectifs de R&D,0,Tous types de personnel,11,Métallurgie,oui,non,semi-définitif,
07,Régions d'outre-mer,2013,pers,Effectifs de R&D,0,Tous types de personnel,27,Édition. audiovisuel et diffusion,oui,non,semi-définitif,
07,Régions d'outre-mer,2013,pers,Effectifs de R&D,0,Tous types de personnel,29,Activités informatiques et services d'information,non,non,semi-définitif,47.88
07,Régions d'outre-mer,2013,pers,Effectifs de R&D,1,Chercheurs,11,Métallurgie,oui,non,semi-définitif,
07,Régions d'outre-mer,2013,pers,Effectifs de R&D,1,Chercheurs,21,Construction aéronautique et spatiale,oui,non,semi-définitif,
07,Régions d'outre-mer,2013,pers,Effectifs de R&D,1,Chercheurs,24,Production et distribution d'eau. assainissement. gestion des déchets et dépollution,oui,non,semi-définitif,
07,Régions d'outre-mer,2013,pers,Effectifs de R&D,2,Soutien à la recherche,11,Métallurgie,oui,non,semi-définitif,
07,Régions d'outre-mer,2013,pers,Effectifs de R&D,2,Soutien à la recherche,32,Autres activités non comprises ailleurs,oui,non,semi-définitif,
100,France,2001,dird,Dépense intérieure de R&D,,,14,Fabrication d'équipements de communication,non,non,définitif,1321.3
100,France,2001,dird,Dépense intérieure de R&D,,,25,Construction,non,non,définitif,94.64
100,France,2001,pers,Effectifs de R&D,0,Tous types de personnel,13,Composants. cartes électroniques. ordinateurs. équipements périphériques,non,non,définitif,11011.0
100,France,2001,pers,Effectifs de R&D,0,Tous types de personnel,15,Fabrication d'instruments et appareils de mesure. essai et navigation. horlogerie,non,non,définitif,10472.0
100,France,2001,pers,Effectifs de R&D,0,Tous types de personnel,16,Fabrication d'équipements d'irradiation médicale. électromédicale et électrothérapeutique,non,non,définitif,269.0
100,France,2001,pers,Effectifs de R&D,0,Tous types de personnel,28,Télécommunications,non,non,définitif,8628.0
100,France,2001,pers,Effectifs de R&D,1,Chercheurs,1,Agriculture. sylviculture et pêche,non,non,définitif,959.76
100,France,2001,pers,Effectifs de R&D,1,Chercheurs,9,Fabrication de produits en caoutchouc et en plastique,non,non,définitif,1569.0
100,France,2001,pers,Effectifs de R&D,1,Chercheurs,10,Fabrication d'autres produits minéraux non métalliques,non,non,définitif,885.0
100,France,2001,pers,Effectifs de R&D,1,Chercheurs,14,Fabrication d'équipements de communication,non,non,définitif,7717.0
100,France,2001,pers,Effectifs de R&D,1,Chercheurs,15,Fabrication d'instruments et appareils de mesure. essai et navigation. horlogerie,non,non,définitif,6319.0
100,France,2001,pers,Effectifs de R&D,1,Chercheurs,17,Fabrication d'équipements électriques,non,non,définitif,2844.16
100,France,2001,pers,Effectifs de R&D,1,Chercheurs,26,Transports et entreposage,non,non,définitif,187.0
100,France,2001,pers,Effectifs de R&D,2,Soutien à la recherche,2,Industries extractives,non,non,définitif,281.0
100,France,2001,pers,Effectifs de R&D,2,Soutien à la recherche,11,Métallurgie,non,non,définitif,1904.0
100,France,2001,pers,Effectifs de R&D,2,Soutien à la recherche,13,Composants. cartes électroniques. ordinateurs. équipements périphériques,non,non,définitif,2833.0
100,France,2002,dird,Dépense intérieure de R&D,,,1,Agriculture. sylviculture et pêche,non,non,définitif,310.66
100,France,2002,dird,Dépense intérieure de R&D,,,8,Industrie pharmaceutique,non,non,définitif,2820.39
100,France,2002,dird,Dépense intérieure de R&D,,,11,Métallurgie,non,non,définitif,313.9
100,France,2002,dird,Dépense intérieure de R&D,,,12,Fabrication de produits métalliques. sauf machines et équipements,non,non,définitif,487.81
100,France,2002,dird,Dépense intérieure de R&D,,,21,Construction aéronautique et spatiale,non,non,définitif,2343.24
100,France,2002,pers,Effectifs de R&D,0,Tous types de personnel,6,Cokéfaction et raffinage,non,non,définitif,1219.0
100,France,2002,pers,Effectifs de R&D,0,Tous types de personnel,14,Fabrication d'équipements de communication,non,non,définitif,13382.0
100,France,2002,pers,Effectifs de R&D,0,Tous types de personnel,26,Transports et entreposage,non,non,définitif,251.0
100,France,2002,pers,Effectifs de R&D,0,Tous types de personnel,28,Télécommunications,non,non,définitif,7618.0
100,France,2002,pers,Effectifs de R&D,0,Tous types de personnel,30,Activités spécialisées. scientifiques et techniques,non,non,définitif,3783.0
100,France,2002,pers,Effectifs de R&D,1,Chercheurs,3,Fabrication de denrées alimentaires. boissons et produits à base de tabac,non,non,définitif,1919.44
100,France,2002,pers,Effectifs de R&D,1,Chercheurs,8,Industrie pharmaceutique,non,non,définitif,9014.0
100,France,2002,pers,Effectifs de R&D,1,Chercheurs,10,Fabrication d'autres produits minéraux non métalliques,non,non,définitif,826.0
100,France,2002,pers,Effectifs de R&D,1,Chercheurs,11,Métallurgie,non,non,définitif,1196.0
100,France,2002,pers,Effectifs de R&D,1,Chercheurs,13,Composants. cartes électroniques. ordinateurs. équipements périphériques,non,non,définitif,8423.0
100,France,2002,pers,Effectifs de R&D,1,Chercheurs,21,Construction aéronautique et spatiale,non,non,définitif,7743.0
100,France,2002,pers,Effectifs de R&D,1,Chercheurs,22,Autres industries manufacturières non comprises ailleurs,non,non,définitif,1274.0
100,France,2002,pers,Effectifs de R&D,2,Soutien à la recherche,1,Agriculture. sylviculture et pêche,non,non,définitif,2043.72
100,France,2002,pers,Effectifs de R&D,2,Soutien à la recherche,2,Industries extractives,non,non,définitif,309.0
100,France,2002,pers,Effectifs de R&D,2,Soutien à la recherche,3,Fabrication de denrées alimentaires. boissons et produits à base de tabac,non,non,définitif,2257.49
100,France,2002,pers,Effectifs de R&D,2,Soutien à la recherche,5,Travail du bois. industries du papier et imprimerie,non,non,définitif,529.0
100,France,2002,pers,Effectifs de R&D,2,Soutien à la recherche,9,Fabrication de produits en caoutchouc et en plastique,non,non,définitif,4766.0
100,France,2002,pers,Effectifs de R&D,2,Soutien à la recherche,13,Composants. cartes électroniques. ordinateurs. équipements périphériques,non,non,définitif,2802.0
100,France,2002,pers,Effectifs de R&D,2,Soutien à la recherche,17,Fabrication d'équipements électriques,non,non,définitif,4408.58
100,France,2002,pers,Effectifs de R&D,2,Soutien à la recherche,19,Industrie automobile,non,non,définitif,19730.24
100,France,2002,pers,Effectifs de R&D,2,Soutien à la recherche,22,Autres industries manufacturières non comprises ailleurs,non,non,définitif,1534.0
100,France,2002,pers,Effectifs de R&D,2,Soutien à la recherche,25,Construction,non,non,définitif,367.0
100,France,2002,pers,Effectifs de R&D,2,Soutien à la recherche,29,Activités informatiques et services d'information,non,non,définitif,1217.0
100,France,2003,dird,Dépense intérieure de R&D,,,0,Toutes branches d'activité,non,non,définitif,21646.18
100,France,2003,dird,Dépense intérieure de R&D,,,7,Industrie chimique,non,non,définitif,1327.38
100,France,2003,dird,Dépense intérieure de R&D,,,8,Industrie pharmaceutique,non,non,définitif,3017.86
100,France,2003,pers,Effectifs de R&D,0,Tous types de personnel,1,Agriculture. sylviculture et pêche,non,non,définitif,3323.31
100,France,2003,pers,Effectifs de R&D,0,Tous types de personnel,2,Industries extractives,non,non,définitif,818.0
100,France,2003,pers,Effectifs de R&D,0,Tous types de personnel,10,Fabrication d'autres produits minéraux non métalliques,non,non,définitif,1862.0
100,France,2003,pers,Effectifs de R&D,0,Tous types de personnel,11,Métallurgie,non,non,définitif,2673.0
100,France,2003,pers,Effectifs de R&D,0,Tous types de personnel,13,Composants. cartes électroniques. ordinateurs. équipements périphériques,non,non,définitif,11159.0
100,France,2003,pers,Effectifs de R&D,0,Tous types de personnel,18,Fabrication de machines et équipements non compris ailleurs,non,non,définitif,8115.86
100,France,2003,pers,Effectifs de R&D,0,Tous types de personnel,23,Production et distribution d'électricité. gaz. vapeur et air conditionné,non,non,définitif,2626.0
100,France,2003,pers,Effectifs de R&D,0,Tous types de personnel,24,Production et distribution d'eau. assainissement. gestion des déchets et dépollution,non,non,définitif,339.0
100,France,2003,pers,Effectifs de R&D,0,Tous types de personnel,29,Activités informatiques et services d'information,non,non,définitif,6938.0
100,France,2003,pers,Effectifs de R&D,1,Chercheurs,4,Fabrication de textiles. industries habillement. cuir et chaussure,non,non,définitif,476.0
100,France,2003,pers,Effectifs de R&D,1,Chercheurs,11,Métallurgie,non,non,définitif,1074.0
100,France,2003,pers,Effectifs de R&D,1,Chercheurs,12,Fabrication de produits métalliques. sauf machines et équipements,non,non,définitif,2288.0
100,France,2003,pers,Effectifs de R&D,1,Chercheurs,17,Fabrication d'équipements électriques,non,non,définitif,3366.8
100,France,2003,pers,Effectifs de R&D,1,Chercheurs,18,Fabrication de machines et équipements non compris ailleurs,non,non,définitif,3518.18
100,France,2003,pers,Effectifs de R&D,1,Chercheurs,23,Production et distribution d'électricité. gaz. vapeur et air conditionné,non,non,définitif,1759.0
100,France,2003,pers,Effectifs de R&D,1,Chercheurs,28,Télécommunications,non,non,définitif,3912.0
100,France,2003,pers,Effectifs de R&D,1,Chercheurs,29,Activités informatiques et services d'information,non,non,définitif,5878.0
100,France,2003,pers,Effectifs de R&D,2,Soutien à la recherche,3,Fabrication de denrées alimentaires. boissons et produits à base de tabac,non,non,définitif,2399.47
100,France,2003,pers,Effectifs de R&D,2,Soutien à la recherche,7,Industrie chimique,non,non,définitif,7357.0
100,France,2003,pers,Effectifs de R&D,2,Soutien à la recherche,8,Industrie pharmaceutique,non,non,définitif,12544.0
100,France,2003,pers,Effectifs de R&D,2,Soutien à la recherche,14,Fabrication d'équipements de communication,non,non,définitif,3778.0
100,France,2003,pers,Effectifs de R&D,2,Soutien à la recherche,16,Fabrication d'équipements d'irradiation médicale. électromédicale et électrothérapeutique,non,non,définitif,95.0
100,France,2003,pers,Effectifs de R&D,2,Soutien à la recherche,20,Construction navale. ferroviaire et militaire,non,non,définitif,717.0
100,France,2003,pers,Effectifs de R&D,2,Soutien à la recherche,23,Production et distribution d'électricité. gaz. vapeur et air conditionné,non,non,définitif,867.0
100,France,2003,pers,Effectifs de R&D,2,Soutien à la recherche,29,Activités informatiques et services d'information,non,non,définitif,1060.0
100,France,2009,dird,Dépense intérieure de R&D,,,1,Agriculture. sylviculture et pêche,non,non,définitif,395.99
100,France,2009,dird,Dépense intérieure de R&D,,,2,Industries extractives,non,non,définitif,229.51
100,France,2009,dird,Dépense intérieure de R&D,,,8,Industrie pharmaceutique,non,non,définitif,3391.04
100,France,2009,dird,Dépense intérieure de R&D,,,14,Fabrication d'équipements de communication,non,non,définitif,987.22
100,France,2009,dird,Dépense intérieure de R&D,,,20,Construction navale. ferroviaire et militaire,non,non,définitif,234.25
100,France,2009,dird,Dépense intérieure de R&D,,,23,Production et distribution d'électricité. gaz. vapeur et air conditionné,non,non,définitif,444.9
100,France,2009,dird,Dépense intérieure de R&D,,,26,Transports et entreposage,non,non,définitif,42.68
100,France,2009,dird,Dépense intérieure de R&D,,,29,Activités informatiques et services d'information,non,non,définitif,1454.92
100,France,2009,pers,Effectifs de R&D,0,Tous types de personnel,5,Travail du bois. industries du papier et imprimerie,non,non,définitif,919.0
100,France,2009,pers,Effectifs de R&D,0,Tous types de personnel,15,Fabrication d'instruments et appareils de mesure. essai et navigation. horlogerie,non,non,définitif,12237.0
100,France,2009,pers,Effectifs de R&D,0,Tous types de personnel,27,Édition. audiovisuel et diffusion,non,non,définitif,9023.67
100,France,2009,pers,Effectifs de R&D,0,Tous types de personnel,31,Activités financières et d'assurance,non,non,définitif,1490.0
100,France,2009,pers,Effectifs de R&D,1,Chercheurs,9,Fabrication de produits en caoutchouc et en plastique,non,non,définitif,2433.0
100,France,2009,pers,Effectifs de R&D,1,Chercheurs,16,Fabrication d'équipements d'irradiation médicale. électromédicale et électrothérapeutique,non,non,définitif,589.0
